"","old_name","new_name2"
"255","Ions_IC_spec_tf_sulphate_mdl","spec.IC.TF.sulphate_mdl"
"256","Ions_IC_spec_tf_oxalate","spec.IC.TF.oxalate"
"257","Ions_IC_spec_tf_oxalate_mdl","spec.IC.TF.oxalate_mdl"
"258","Ions_IC_spec_tf_nitrate","spec.IC.TF.nitrate"
"259","Ions_IC_spec_tf_nitrate_mdl","spec.IC.TF.nitrate_mdl"
"260","Ions_IC_spec_tf_lithium","spec.IC.TF.lithium"
"261","Ions_IC_spec_tf_lithium_mdl","spec.IC.TF.lithium_mdl"
"262","Ions_IC_spec_tf_sodium","spec.IC.TF.sodium"
"263","Ions_IC_spec_tf_sodium_mdl","spec.IC.TF.sodium_mdl"
"264","Ions_IC_spec_tf_ammonium","spec.IC.TF.ammonium"
"265","Ions_IC_spec_tf_ammonium_mdl","spec.IC.TF.ammonium_mdl"
"266","Ions_IC_spec_tf_potassium","spec.IC.TF.potassium"
"267","Ions_IC_spec_tf_potassium_mdl","spec.IC.TF.potassium_mdl"
"268","Ions_IC_spec_tf_magnesium","spec.IC.TF.magnesium"
"269","Ions_IC_spec_tf_magnesium_mdl","spec.IC.TF.magnesium_mdl"
"270","Ions_IC_spec_tf_calcium","spec.IC.TF.calcium"
"271","Ions_IC_spec_tf_calcium_mdl","spec.IC.TF.calcium_mdl"
"272","Ions_IC_spec_tf_acetate","spec.IC.TF.acetate"
"273","Ions_IC_spec_tf_acetate_mdl","spec.IC.TF.acetate_mdl"
"274","Ions_IC_spec_tf_formate","spec.IC.TF.formate"
"275","Ions_IC_spec_tf_formate_mdl","spec.IC.TF.formate_mdl"
"276","Ions_IC_spec_tf_propionate","spec.IC.TF.propionate"
"277","Ions_IC_spec_tf_propionate_mdl","spec.IC.TF.propionate_mdl"
"278","Ions_IC_spec_tf_msa","spec.IC.TF.msa"
"279","Ions_IC_spec_tf_msa_mdl","spec.IC.TF.msa_mdl"
"280","Ions_IC_spec_tf_nitrite","spec.IC.TF.nitrite"
"281","Ions_IC_spec_tf_nitrite_mdl","spec.IC.TF.nitrite_mdl"
"282","Ions_IC_spec_tf_bromide","spec.IC.TF.bromide"
"283","Ions_IC_spec_tf_bromide_mdl","spec.IC.TF.bromide_mdl"
"284","Ions_IC_spec_tf_phosphate","spec.IC.TF.phosphate"
"285","Ions_IC_spec_tf_phosphate_mdl","spec.IC.TF.phosphate_mdl"
"286","Ions_IC_spec_tf_strontium","spec.IC.TF.strontium"
"287","Ions_IC_spec_tf_strontium_mdl","spec.IC.TF.strontium_mdl"
"288","Ions_IC_spec_tf_barium","spec.IC.TF.barium"
"289","Ions_IC_spec_tf_barium_mdl","spec.IC.TF.barium_mdl"
"290","Ions_IC_spec_nf_spec_pm","spec.IC.NF.spec_pm"
"291","Ions_IC_spec_tf_spec_pm","spec.IC.TF.spec_pm"
"292","Ions_IC_spec_nf_fluoride","spec.IC.NF.fluoride"
"293","Ions_IC_spec_nf_fluoride_mdl","spec.IC.NF.fluoride_mdl"
"294","Ions_IC_spec_nf_acetate","spec.IC.NF.acetate"
"295","Ions_IC_spec_nf_acetate_mdl","spec.IC.NF.acetate_mdl"
"296","Ions_IC_spec_nf_formate","spec.IC.NF.formate"
"297","Ions_IC_spec_nf_formate_mdl","spec.IC.NF.formate_mdl"
"298","Ions_IC_spec_nf_propionate","spec.IC.NF.propionate"
"299","Ions_IC_spec_nf_propionate_mdl","spec.IC.NF.propionate_mdl"
"300","Ions_IC_spec_nf_msa","spec.IC.NF.msa"
"301","Ions_IC_spec_nf_msa_mdl","spec.IC.NF.msa_mdl"
"302","Ions_IC_spec_nf_chloride","spec.IC.NF.chloride"
"303","Ions_IC_spec_nf_chloride_mdl","spec.IC.NF.chloride_mdl"
"304","Ions_IC_spec_nf_nitrite","spec.IC.NF.nitrite"
"305","Ions_IC_spec_nf_nitrite_mdl","spec.IC.NF.nitrite_mdl"
"306","Ions_IC_spec_nf_sulphate","spec.IC.NF.sulphate"
"307","Ions_IC_spec_nf_sulphate_mdl","spec.IC.NF.sulphate_mdl"
"308","Ions_IC_spec_nf_oxalate","spec.IC.NF.oxalate"
"309","Ions_IC_spec_nf_oxalate_mdl","spec.IC.NF.oxalate_mdl"
"310","Ions_IC_spec_nf_bromide","spec.IC.NF.bromide"
"311","Ions_IC_spec_nf_bromide_mdl","spec.IC.NF.bromide_mdl"
"312","Ions_IC_spec_nf_nitrate","spec.IC.NF.nitrate"
"313","Ions_IC_spec_nf_nitrate_mdl","spec.IC.NF.nitrate_mdl"
"314","Ions_IC_spec_nf_barium_mdl","spec.IC.NF.barium_mdl"
"315","Ions_IC_spec_nf_phosphate","spec.IC.NF.phosphate"
"316","Ions_IC_spec_nf_phosphate_mdl","spec.IC.NF.phosphate_mdl"
"317","Ions_IC_spec_nf_lithium","spec.IC.NF.lithium"
"318","Ions_IC_spec_nf_lithium_mdl","spec.IC.NF.lithium_mdl"
"319","Ions_IC_spec_nf_sodium","spec.IC.NF.sodium"
"320","Ions_IC_spec_nf_sodium_mdl","spec.IC.NF.sodium_mdl"
"321","Ions_IC_spec_nf_ammonium","spec.IC.NF.ammonium"
"322","Ions_IC_spec_nf_ammonium_mdl","spec.IC.NF.ammonium_mdl"
"323","Ions_IC_spec_nf_potassium","spec.IC.NF.potassium"
"324","Ions_IC_spec_nf_potassium_mdl","spec.IC.NF.potassium_mdl"
"325","Ions_IC_spec_nf_magnesium","spec.IC.NF.magnesium"
"326","Ions_IC_spec_nf_magnesium_mdl","spec.IC.NF.magnesium_mdl"
"327","Ions_IC_spec_nf_manganese","spec.IC.NF.manganese"
"328","Ions_IC_spec_tf_manganese","spec.IC.TF.manganese"
"329","Ions_IC_spec_nf_mn_mdl","spec.IC.NF.manganese_mdl"
"330","Ions_IC_spec_tf_mn_mdl","spec.IC.TF.manganese_mdl"
"331","Ions_IC_spec_nf_calcium","spec.IC.NF.calcium"
"332","Ions_IC_spec_nf_calcium_mdl","spec.IC.NF.calcium_mdl"
"333","Ions_IC_spec_nf_strontium","spec.IC.NF.strontium"
"334","Ions_IC_spec_nf_strontium_mdl","spec.IC.NF.strontium_mdl"
"335","Ions_IC_spec_nf_barium","spec.IC.NF.barium"
"336","Metals_ICPMS_NT_dich_beryllium_be","dich.ICPMS_NT.TF.beryllium_be"
"337","Metals_ICPMS_NT_dich_be_mdl","dich.ICPMS_NT.TF.beryllium_be_mdl"
"338","Metals_ICPMS_NT_dich_aluminum_al","dich.ICPMS_NT.TF.aluminum_al"
"339","Metals_ICPMS_NT_dich_al_mdl","dich.ICPMS_NT.TF.aluminum_al_mdl"
"340","Metals_ICPMS_NT_dich_titanium_ti","dich.ICPMS_NT.TF.titanium_ti"
"341","Metals_ICPMS_NT_dich_ti_mdl","dich.ICPMS_NT.TF.titanium_ti_mdl"
"342","Metals_ICPMS_NT_dich_vanadium_v","dich.ICPMS_NT.TF.vanadium_v"
"343","Metals_ICPMS_NT_dich_v_mdl","dich.ICPMS_NT.TF.vanadium_v_mdl"
"344","Metals_ICPMS_NT_dich_chromium_cr","dich.ICPMS_NT.TF.chromium_cr"
"345","Metals_ICPMS_NT_dich_cr_mdl","dich.ICPMS_NT.TF.chromium_cr_mdl"
"346","Metals_ICPMS_NT_dich_manganese_mn","dich.ICPMS_NT.TF.manganese_mn"
"347","Metals_ICPMS_NT_dich_mn_mdl","dich.ICPMS_NT.TF.manganese_mn_mdl"
"348","Metals_ICPMS_NT_dich_iron_fe","dich.ICPMS_NT.TF.iron_fe"
"349","Metals_ICPMS_NT_dich_fe_mdl","dich.ICPMS_NT.TF.iron_fe_mdl"
"350","Metals_ICPMS_NT_dich_cobalt_co","dich.ICPMS_NT.TF.cobalt_co"
"351","Metals_ICPMS_NT_dich_co_mdl","dich.ICPMS_NT.TF.cobalt_co_mdl"
"352","Metals_ICPMS_NT_dich_nickel_ni","dich.ICPMS_NT.TF.nickel_ni"
"353","Metals_ICPMS_NT_dich_ni_mdl","dich.ICPMS_NT.TF.nickel_ni_mdl"
"354","Metals_ICPMS_NT_dich_copper_cu","dich.ICPMS_NT.TF.copper_cu"
"355","Metals_ICPMS_NT_dich_cu_mdl","dich.ICPMS_NT.TF.copper_cu_mdl"
"356","Metals_ICPMS_NT_dich_zinc_zn","dich.ICPMS_NT.TF.zinc_zn"
"357","Metals_ICPMS_NT_dich_zn_mdl","dich.ICPMS_NT.TF.zinc_zn_mdl"
"358","Metals_ICPMS_NT_dich_arsenic_as","dich.ICPMS_NT.TF.arsenic_as"
"359","Metals_ICPMS_NT_dich_as_mdl","dich.ICPMS_NT.TF.arsenic_as_mdl"
"360","Metals_ICPMS_NT_dich_selenium_se","dich.ICPMS_NT.TF.selenium_se"
"361","Metals_ICPMS_NT_dich_se_mdl","dich.ICPMS_NT.TF.selenium_se_mdl"
"362","Metals_ICPMS_NT_dich_strontium_sr","dich.ICPMS_NT.TF.strontium_sr"
"363","Metals_ICPMS_NT_dich_sr_mdl","dich.ICPMS_NT.TF.strontium_sr_mdl"
"364","Metals_ICPMS_NT_dich_molybdenum_mo","dich.ICPMS_NT.TF.molybdenum_mo"
"365","Metals_ICPMS_NT_dich_mo_mdl","dich.ICPMS_NT.TF.molybdenum_mo_mdl"
"366","Metals_ICPMS_NT_dich_silver_ag","dich.ICPMS_NT.TF.silver_ag"
"367","Metals_ICPMS_NT_dich_ag_mdl","dich.ICPMS_NT.TF.silver_ag_mdl"
"368","Metals_ICPMS_NT_dich_cadmium_cd","dich.ICPMS_NT.TF.cadmium_cd"
"369","Metals_ICPMS_NT_dich_cd_mdl","dich.ICPMS_NT.TF.cadmium_cd_mdl"
"370","Metals_ICPMS_NT_dich_tin_sn","dich.ICPMS_NT.TF.tin_sn"
"371","Metals_ICPMS_NT_dich_sn_mdl","dich.ICPMS_NT.TF.tin_sn_mdl"
"372","Metals_ICPMS_NT_dich_antimony_sb","dich.ICPMS_NT.TF.antimony_sb"
"373","Metals_ICPMS_NT_dich_sb_mdl","dich.ICPMS_NT.TF.antimony_sb_mdl"
"374","Metals_ICPMS_NT_dich_barium_ba","dich.ICPMS_NT.TF.barium_ba"
"375","Metals_ICPMS_NT_dich_ba_mdl","dich.ICPMS_NT.TF.barium_ba_mdl"
"376","Metals_ICPMS_NT_dich_lanthanum_la","dich.ICPMS_NT.TF.lanthanum_la"
"377","Metals_ICPMS_NT_dich_la_mdl","dich.ICPMS_NT.TF.lanthanum_la_mdl"
"378","Metals_ICPMS_NT_dich_cerium_ce","dich.ICPMS_NT.TF.cerium_ce"
"379","Metals_ICPMS_NT_dich_ce_mdl","dich.ICPMS_NT.TF.cerium_ce_mdl"
"380","Metals_ICPMS_NT_dich_thallium_tl","dich.ICPMS_NT.TF.thallium_tl"
"381","Metals_ICPMS_NT_dich_tl_mdl","dich.ICPMS_NT.TF.thallium_tl_mdl"
"382","Metals_ICPMS_NT_dich_lead_pb","dich.ICPMS_NT.TF.lead_pb"
"383","Metals_ICPMS_NT_dich_pb_mdl","dich.ICPMS_NT.TF.lead_pb_mdl"
"384","Metals_ICPMS_NT_dich_uranium_u","dich.ICPMS_NT.TF.uranium_u"
"385","Metals_ICPMS_NT_dich_u_mdl","dich.ICPMS_NT.TF.uranium_u_mdl"
"386","Metals_ICPMS_NT_beryllium_be","na.ICPMS_NT.TF.beryllium_be"
"387","Metals_ICPMS_NT_be_mdl","na.ICPMS_NT.TF.beryllium_be_mdl"
"388","Metals_ICPMS_NT_vanadium_v","na.ICPMS_NT.TF.vanadium_v"
"389","Metals_ICPMS_NT_v_mdl","na.ICPMS_NT.TF.vanadium_v_mdl"
"390","Metals_ICPMS_NT_chromium_cr","na.ICPMS_NT.TF.chromium_cr"
"391","Metals_ICPMS_NT_cr_mdl","na.ICPMS_NT.TF.chromium_cr_mdl"
"392","Metals_ICPMS_NT_manganese_mn","na.ICPMS_NT.TF.manganese_mn"
"393","Metals_ICPMS_NT_mn_mdl","na.ICPMS_NT.TF.manganese_mn_mdl"
"394","Metals_ICPMS_NT_iron_fe","na.ICPMS_NT.TF.iron_fe"
"395","Metals_ICPMS_NT_fe_mdl","na.ICPMS_NT.TF.iron_fe_mdl"
"396","Metals_ICPMS_NT_cobalt_co","na.ICPMS_NT.TF.cobalt_co"
"397","Metals_ICPMS_NT_co_mdl","na.ICPMS_NT.TF.cobalt_co_mdl"
"398","Metals_ICPMS_NT_nickel_ni","na.ICPMS_NT.TF.nickel_ni"
"399","Metals_ICPMS_NT_ni_mdl","na.ICPMS_NT.TF.nickel_ni_mdl"
"400","Metals_ICPMS_NT_copper_cu","na.ICPMS_NT.TF.copper_cu"
"401","Metals_ICPMS_NT_cu_mdl","na.ICPMS_NT.TF.copper_cu_mdl"
"402","Metals_ICPMS_NT_zinc_zn","na.ICPMS_NT.TF.zinc_zn"
"403","Metals_ICPMS_NT_zn_mdl","na.ICPMS_NT.TF.zinc_zn_mdl"
"404","Metals_ICPMS_NT_arsenic_as","na.ICPMS_NT.TF.arsenic_as"
"405","Metals_ICPMS_NT_as_mdl","na.ICPMS_NT.TF.arsenic_as_mdl"
"406","Metals_ICPMS_NT_selenium_se","na.ICPMS_NT.TF.selenium_se"
"407","Metals_ICPMS_NT_se_mdl","na.ICPMS_NT.TF.selenium_se_mdl"
"408","Metals_ICPMS_NT_strontium_sr","na.ICPMS_NT.TF.strontium_sr"
"409","Metals_ICPMS_NT_sr_mdl","na.ICPMS_NT.TF.strontium_sr_mdl"
"410","Metals_ICPMS_NT_molybdenum_mo","na.ICPMS_NT.TF.molybdenum_mo"
"411","Metals_ICPMS_NT_mo_mdl","na.ICPMS_NT.TF.molybdenum_mo_mdl"
"412","Metals_ICPMS_NT_silver_ag","na.ICPMS_NT.TF.silver_ag"
"413","Metals_ICPMS_NT_ag_mdl","na.ICPMS_NT.TF.silver_ag_mdl"
"414","Metals_ICPMS_NT_cadmium_cd","na.ICPMS_NT.TF.cadmium_cd"
"415","Metals_ICPMS_NT_cd_mdl","na.ICPMS_NT.TF.cadmium_cd_mdl"
"416","Metals_ICPMS_NT_tin_sn","na.ICPMS_NT.TF.tin_sn"
"417","Metals_ICPMS_NT_sn_mdl","na.ICPMS_NT.TF.tin_sn_mdl"
"418","Metals_ICPMS_NT_antimony_sb","na.ICPMS_NT.TF.antimony_sb"
"419","Metals_ICPMS_NT_sb_mdl","na.ICPMS_NT.TF.antimony_sb_mdl"
"420","Metals_ICPMS_NT_barium_ba","na.ICPMS_NT.TF.barium_ba"
"421","Metals_ICPMS_NT_ba_mdl","na.ICPMS_NT.TF.barium_ba_mdl"
"422","Metals_ICPMS_NT_thallium_tl","na.ICPMS_NT.TF.thallium_tl"
"423","Metals_ICPMS_NT_tl_mdl","na.ICPMS_NT.TF.thallium_tl_mdl"
"424","Metals_ICPMS_NT_lead_pb","na.ICPMS_NT.TF.lead_pb"
"425","Metals_ICPMS_NT_pb_mdl","na.ICPMS_NT.TF.lead_pb_mdl"
"426","Metals_ICPMS_NT_uranium_u","na.ICPMS_NT.TF.uranium_u"
"427","Metals_ICPMS_NT_u_mdl","na.ICPMS_NT.TF.uranium_u_mdl"
"428","Metals_ICPMS_NT_aluminum_al","na.ICPMS_NT.TF.aluminum_al"
"429","Metals_ICPMS_NT_al_mdl","na.ICPMS_NT.TF.aluminum_al_mdl"
"430","Metals_ICPMS_NT_titanium_ti","na.ICPMS_NT.TF.titanium_ti"
"431","Metals_ICPMS_NT_ti_mdl","na.ICPMS_NT.TF.titanium_ti_mdl"
"432","Metals_ICPMS_NT_lanthanum_la","na.ICPMS_NT.TF.lanthanum_la"
"433","Metals_ICPMS_NT_la_mdl","na.ICPMS_NT.TF.lanthanum_la_mdl"
"434","Metals_ICPMS_NT_cerium_ce","na.ICPMS_NT.TF.cerium_ce"
"435","Metals_ICPMS_NT_ce_mdl","na.ICPMS_NT.TF.cerium_ce_mdl"
"436","Metals_ICPMS_NT_spec_mass_ug_m3","spec.ICPMS_NT.TF.mass_ug_m3"
"437","Metals_ICPMS_NT_spec_beryllium_be","spec.ICPMS_NT.TF.beryllium_be"
"438","Metals_ICPMS_NT_spec_be_mdl","spec.ICPMS_NT.TF.beryllium_be_mdl"
"439","Metals_ICPMS_NT_spec_vanadium_v","spec.ICPMS_NT.TF.vanadium_v"
"440","Metals_ICPMS_NT_spec_v_mdl","spec.ICPMS_NT.TF.vanadium_v_mdl"
"441","Metals_ICPMS_NT_spec_chromium_cr","spec.ICPMS_NT.TF.chromium_cr"
"442","Metals_ICPMS_NT_spec_cr_mdl","spec.ICPMS_NT.TF.chromium_cr_mdl"
"443","Metals_ICPMS_NT_spec_manganese_mn","spec.ICPMS_NT.TF.manganese_mn"
"444","Metals_ICPMS_NT_spec_mn_mdl","spec.ICPMS_NT.TF.manganese_mn_mdl"
"445","Metals_ICPMS_NT_spec_iron_fe","spec.ICPMS_NT.TF.iron_fe"
"446","Metals_ICPMS_NT_spec_fe_mdl","spec.ICPMS_NT.TF.iron_fe_mdl"
"447","Metals_ICPMS_NT_spec_cobalt_co","spec.ICPMS_NT.TF.cobalt_co"
"448","Metals_ICPMS_NT_spec_co_mdl","spec.ICPMS_NT.TF.cobalt_co_mdl"
"449","Metals_ICPMS_NT_spec_nickel_ni","spec.ICPMS_NT.TF.nickel_ni"
"450","Metals_ICPMS_NT_spec_ni_mdl","spec.ICPMS_NT.TF.nickel_ni_mdl"
"451","Metals_ICPMS_NT_spec_copper_cu","spec.ICPMS_NT.TF.copper_cu"
"452","Metals_ICPMS_NT_spec_cu_mdl","spec.ICPMS_NT.TF.copper_cu_mdl"
"453","Metals_ICPMS_NT_spec_zinc_zn","spec.ICPMS_NT.TF.zinc_zn"
"454","Metals_ICPMS_NT_spec_zn_mdl","spec.ICPMS_NT.TF.zinc_zn_mdl"
"455","Metals_ICPMS_NT_spec_arsenic_as","spec.ICPMS_NT.TF.arsenic_as"
"456","Metals_ICPMS_NT_spec_as_mdl","spec.ICPMS_NT.TF.arsenic_as_mdl"
"457","Metals_ICPMS_NT_spec_selenium_se","spec.ICPMS_NT.TF.selenium_se"
"458","Metals_ICPMS_NT_spec_se_mdl","spec.ICPMS_NT.TF.selenium_se_mdl"
